claim_id,policyholder_id,policy_type,claim_type,region,channel,claim_date,report_date,report_lag_days,claim_amount,num_prior_claims,witnesses,police_report_filed,claim_status,is_fraud
CLM500223,PH101095,Travel,Lost Luggage,Midlands,Online,2023-01-19,2023-01-19,0,1721.63,4,3,False,Under Review,1
CLM500224,PH100285,Commercial,Business Interruption,Wales,Broker,2024-02-10,2024-02-21,11,15848.09,1,2,False,Under Review,0
CLM500225,PH100344,Commercial,Liability,Midlands,Call Center,2023-12-23,2024-01-08,16,42959.09,0,2,True,Pending,0
CLM500226,PH100412,Life,Critical Illness,North West,Mobile App,2024-06-13,2024-06-17,4,68573.71,2,0,True,Approved,0
CLM500227,PH101382,Commercial,Property Damage,Scotland,Broker,2023-10-03,2023-10-11,8,-27093.25,2,3,False,Approved,0
CLM500228,PH100758,Travel,Cancellation,London,Mobile App,2024-10-29,2024-11-19,21,1329.15,1,1,True,Approved,0
CLM500229,PH100625,Commercial,Business Interruption,North East,Mobile App,2024-06-30,2024-07-28,28,22930.7,2,0,True,Approved,0
CLM500230,PH101138,Health,Outpatient,Yorkshire,Call Center,2024-10-19,2024-11-07,19,1731.41,6,0,True,Under Review,0
CLM500231,PH100844,Life,Death Benefit,Northern Ireland,Mobile App,2024-09-18,2024-09-22,4,138030.39,2,2,True,Approved,0
CLM500232,PH101255,Health,Dental,Scotland,Branch,2023-01-19,2023-02-15,27,1559.32,4,3,True,Pending,0
CLM500233,PH100080,Life,Critical Illness,Wales,Broker,2024-08-04,2024-08-20,16,32728.97,0,0,False,Approved,0
CLM500234,PH100320,Travel,Delay,London,Online,2023-08-30,2023-09-13,14,2168.84,6,2,True,Approved,0
CLM500235,PH100083,Commercial,Liability,North West,Call Center,2024-02-14,2024-02-23,9,6921.46,7,1,False,Approved,0
CLM500236,PH101252,Life,Death Benefit,Northern Ireland,Mobile App,2023-04-17,2023-04-19,2,36413.73,3,0,True,Approved,0
CLM500237,PH100094,Health,Outpatient,Northern Ireland,Broker,2024-12-15,2025-01-13,29,4150.63,7,3,True,Approved,0
CLM500238,PH100622,Home,Storm,Scotland,Call Center,2024-10-05,2024-10-14,9,16561.53,5,2,True,Rejected,0
CLM500239,PH101255,Life,Death Benefit,Scotland,Call Center,2024-12-10,2024-12-11,1,59128.93,4,0,False,Rejected,1
CLM500240,PH100512,Auto,Collision,South East,Call Center,2024-09-24,2024-09-26,2,7286.87,4,0,False,Approved,1
CLM500241,PH101012,Auto,Fire,South West,Mobile App,2023-06-02,2023-06-18,16,7664.29,2,3,True,Approved,0
CLM500242,PH100255,Health,Hospitalisation,South East,Online,2024-06-27,2024-06-27,0,,1,3,False,Approved,1
CLM500243,PH100479,Health,Dental,North East,Branch,2023-11-24,2023-11-26,2,3621.5,2,2,True,Approved,0
CLM500244,PH100651,Auto,Windscreen,London,Branch,2023-12-17,2023-12-27,10,2995.5,7,3,False,Approved,0
CLM500245,PH100307,Health,Outpatient,South East,Branch,2023-10-23,2023-11-03,11,2520.53,5,2,True,Approved,0
CLM500246,PH101459,Home,Flood,South West,Broker,2023-08-12,2023-08-13,1,1688.34,4,0,False,Approved,0
CLM500247,PH100138,Health,Dental,Wales,Mobile App,2023-02-15,2023-03-04,17,1089.54,2,1,True,Rejected,0
CLM500248,PH100779,Home,Accidental Damage,Wales,Online,2024-04-20,2024-05-15,25,9392.85,5,1,False,Approved,0
CLM500249,PH100192,Commercial,Liability,South West,Mobile App,2023-12-24,2024-01-18,25,20868.03,7,3,True,Approved,0
CLM500250,PH101393,Life,Critical Illness,London,Mobile App,2023-05-10,2023-06-08,29,59768.77,7,0,True,Approved,0
CLM500251,PH100267,Life,Critical Illness,South West,Broker,2024-02-10,2024-02-29,19,5597.64,3,2,False,Under Review,0
CLM500252,PH101483,Travel,Medical,London,Broker,2024-12-24,2025-01-15,22,1076.01,6,2,True,Rejected,0
CLM500253,PH100245,Auto,Theft,Yorkshire,Online,2024-04-06,2024-05-04,28,4430.44,7,1,True,Approved,0
CLM500254,PH100427,Travel,Lost Luggage,Yorkshire,Broker,2023-09-09,2023-09-10,1,1813.42,3,0,True,Approved,0
CLM500255,PH101277,Commercial,Property Damage,North East,Mobile App,2023-01-31,2023-02-07,7,25176.64,1,1,False,Approved,0
CLM500256,PH100392,Life,Death Benefit,North East,Call Center,2023-06-30,2023-07-09,9,11712.43,2,3,True,Rejected,0
CLM500257,PH101312,Health,Dental,Scotland,Branch,2023-01-31,2023-02-11,11,4632.86,6,2,True,Pending,0
CLM500258,PH101144,Home,Fire,South East,Mobile App,2024-10-28,2024-11-20,23,5343.64,5,2,True,Under Review,0
CLM500259,PH100977,Health,Outpatient,Northern Ireland,Mobile App,2024-08-20,2024-09-12,23,1150.78,3,3,True,Under Review,0
CLM500260,PH100583,Life,Death Benefit,Scotland,Branch,2024-08-27,2024-09-20,24,46369.2,0,2,True,Approved,0
CLM500261,PH100446,Home,Storm,Scotland,Call Center,2024-06-10,2024-07-04,24,17585.42,7,0,True,Pending,0
CLM500262,PH100083,Life,Critical Illness,North West,Broker,2023-03-04,2023-03-10,6,59859.33,6,3,True,Approved,0
CLM500263,PH100178,Health,Dental,North West,Branch,2023-10-28,2023-10-30,2,5319.11,2,0,True,Rejected,0
CLM500264,PH101104,Auto,Collision,London,Online,2024-02-08,2024-03-01,22,741.91,7,1,False,Pending,0
CLM500265,PH101030,Home,Fire,Midlands,Mobile App,2023-05-18,2023-05-21,3,20629.2,0,1,True,Approved,0
CLM500266,PH101499,Health,Optical,Scotland,Mobile App,2024-07-27,2024-07-27,0,13329.46,6,0,False,Pending,1
CLM500267,PH100535,Life,Critical Illness,London,Broker,2024-01-05,2024-01-29,24,102248.03,1,3,True,Under Review,0
CLM500268,PH100233,Health,Optical,London,Online,2023-12-14,2023-12-22,8,6060.78,6,2,True,Approved,0
CLM500269,PH100806,Auto,Collision,South East,Call Center,2024-11-29,2024-12-26,27,11757.63,4,0,True,Approved,0
CLM500270,PH100968,Auto,Collision,Midlands,Online,2024-07-02,2024-07-24,22,1276.94,0,0,True,Pending,0
CLM500271,PH101194,Commercial,Property Damage,Midlands,Call Center,2024-03-17,2024-04-14,28,19562.66,1,0,True,Rejected,0
CLM500272,PH100192,Auto,Windscreen,South West,Mobile App,2023-10-16,2023-10-26,10,1621.58,2,1,False,Under Review,0
CLM500273,PH101368,Life,Death Benefit,Northern Ireland,Mobile App,2024-10-30,2024-11-18,19,139692.87,1,1,True,Approved,0
CLM500274,PH101290,Commercial,Business Interruption,London,Call Center,2024-09-11,2024-09-16,5,26192.64,4,1,False,Approved,0
CLM500275,PH100939,Travel,Medical,Midlands,Broker,2023-04-27,2023-05-14,17,1022.56,0,0,True,Approved,0
CLM500276,PH100702,Health,Hospitalisation,North West,Call Center,2023-11-20,2023-11-24,4,2022.69,4,1,True,Approved,0
CLM500277,PH100374,Health,Dental,South West,Branch,2023-04-11,2023-04-16,5,3905.05,7,2,False,Pending,0
CLM500278,PH100514,Life,Critical Illness,North West,Online,2023-11-27,2023-12-05,8,11886.3,4,2,False,Approved,0
CLM500279,PH100001,Travel,Lost Luggage,South West,Branch,2024-02-26,2024-03-05,8,2956.39,7,3,True,Rejected,0
CLM500280,PH101006,Commercial,Liability,North West,Online,2023-07-27,2023-07-29,2,117185.09,2,2,True,Rejected,1
CLM500281,PH100388,Commercial,Liability,North West,Online,2023-09-23,2023-10-15,22,26347.72,6,0,True,Rejected,0
CLM500282,PH100853,Commercial,Liability,Scotland,Mobile App,2023-04-19,2023-04-19,0,48826.73,1,0,False,Pending,1
CLM500283,PH101276,Health,Dental,London,Broker,2024-06-23,2024-07-14,21,2132.93,7,0,True,Approved,0
CLM500284,PH100441,Commercial,Property Damage,London,Mobile App,2024-02-24,2024-02-24,0,38974.6,4,2,True,Rejected,0
CLM500285,PH101372,Home,Fire,North West,Broker,2023-07-31,2023-08-26,26,8776.64,7,1,True,Approved,0
CLM500286,PH100834,Health,Dental,South East,Call Center,2023-11-27,2023-12-18,21,3943.38,2,1,True,Rejected,0
CLM500287,PH100940,Auto,Windscreen,Midlands,Online,2024-04-06,2024-04-19,13,11089.84,2,0,True,Rejected,0
CLM500288,PH100921,Commercial,Property Damage,South West,Online,2024-04-13,2024-04-22,9,27053.67,3,3,True,Approved,0
CLM500289,PH100631,Commercial,Liability,Midlands,Branch,2023-12-24,2023-12-25,1,22053.25,4,0,False,Approved,0
CLM500290,PH101195,Auto,Theft,Wales,Mobile App,2024-08-24,2024-08-26,2,7962.95,3,3,True,Approved,0
CLM500291,PH101325,Life,Critical Illness,Scotland,Call Center,2024-05-30,2024-06-26,27,67621.21,6,3,True,Approved,0
CLM500292,PH101120,Travel,Cancellation,North East,Mobile App,2024-12-25,2025-01-14,20,1214.09,2,1,False,Under Review,0
CLM500293,PH100985,Commercial,Property Damage,Scotland,Call Center,2023-06-16,2023-07-01,15,31340.3,7,3,False,Approved,0
CLM500294,PH100867,Health,Outpatient,Yorkshire,Mobile App,2024-06-29,2024-07-16,17,4940.76,3,3,True,Approved,0
CLM500295,PH100104,Commercial,Business Interruption,North East,Broker,2023-06-26,2023-07-12,16,25065.71,6,0,True,Pending,0
CLM500296,PH100436,Travel,Delay,North West,Mobile App,2023-02-02,2023-02-04,2,640.87,0,2,True,Pending,0
CLM500297,PH100804,Life,Critical Illness,London,Mobile App,2024-02-01,2024-02-24,23,65103.38,4,3,True,Under Review,0
CLM500298,PH101029,Health,Hospitalisation,Wales,Call Center,2024-12-12,2024-12-15,3,6682.86,6,1,False,Approved,0
CLM500299,PH100102,Commercial,Business Interruption,London,Online,2023-10-29,2023-11-25,27,23704.83,2,2,True,Approved,0
CLM500300,PH101329,Life,Critical Illness,Yorkshire,Branch,2024-12-04,2024-12-24,20,123462.08,7,0,True,Approved,0
CLM500301,PH101079,Commercial,Business Interruption,North East,Mobile App,2023-01-03,2023-01-08,5,29366.17,7,0,True,Under Review,0
CLM500302,PH101451,Life,Death Benefit,North West,Online,2023-08-26,2023-09-13,18,42694.05,1,1,True,Approved,0
CLM500303,PH100359,Life,Death Benefit,Midlands,Call Center,2024-09-02,2024-09-20,18,67426.19,2,3,False,Pending,0
CLM500304,PH101201,Commercial,Liability,North East,Call Center,2024-05-19,2024-06-09,21,45469.99,4,3,False,Pending,0
CLM500305,PH100131,Commercial,Business Interruption,Wales,Mobile App,2023-03-07,2023-03-29,22,4702.21,7,3,True,Pending,0
CLM500306,PH101217,Life,Critical Illness,Scotland,Branch,2024-10-17,2024-11-09,23,36342.89,5,2,True,Approved,0
CLM500307,PH101360,Travel,Medical,London,Call Center,2024-06-21,2024-07-07,16,2492.88,4,3,False,Pending,0
CLM500308,PH101057,Health,Hospitalisation,Midlands,Broker,2024-04-15,2024-05-05,20,1956.41,5,2,True,Approved,0
CLM500309,PH101190,Health,Hospitalisation,Wales,Broker,2023-08-10,2023-09-04,25,1834.39,5,1,True,Approved,0
CLM500310,PH100549,Health,Dental,South West,Mobile App,2023-10-12,2023-11-01,20,1878.88,2,1,True,Approved,0
CLM500311,PH100980,Home,Flood,Wales,Online,2023-02-25,2023-03-02,5,5329.01,3,2,True,Approved,0
CLM500312,PH100406,Auto,Windscreen,Scotland,Mobile App,2024-05-31,2024-06-03,3,1669.98,6,3,True,Under Review,0
CLM500313,PH101295,Commercial,Liability,Northern Ireland,Online,2023-11-22,2023-11-23,1,113435.0,4,0,False,Pending,1
CLM500314,PH101041,Life,Critical Illness,South West,Branch,2024-05-06,2024-05-09,3,11718.81,4,2,True,Approved,0
CLM500315,PH100865,Auto,Windscreen,North East,Branch,2023-04-24,2023-05-07,13,524.76,7,1,True,Pending,0
CLM500316,PH100321,Home,Fire,South East,Online,2024-07-27,2024-08-07,11,1531.35,5,3,True,Approved,0
CLM500317,PH100176,Commercial,Business Interruption,South West,Call Center,2024-03-05,2024-03-25,20,9928.04,1,3,True,Approved,0
CLM500318,PH101440,Auto,Theft,Scotland,Call Center,2024-08-31,2024-08-31,0,9551.24,7,2,True,Pending,1
CLM500319,PH100438,Life,Critical Illness,Northern Ireland,Broker,2024-04-02,2024-04-09,7,52773.56,4,3,False,Pending,0
CLM500320,PH101165,Home,Burglary,South West,Online,2024-08-23,2024-09-01,9,6381.96,4,2,False,Approved,0
CLM500321,PH101229,Travel,Delay,London,Online,2024-03-12,2024-03-12,0,6248.23,0,0,False,Rejected,1
CLM500322,PH100953,Travel,Delay,Wales,Mobile App,2024-09-02,2024-09-13,11,2674.78,3,1,True,Approved,0
CLM500323,PH100807,Life,Critical Illness,South East,Broker,2023-09-26,2023-10-11,15,63005.45,4,1,True,Approved,0
CLM500324,PH101201,Travel,Cancellation,North East,Branch,2023-02-24,2023-02-26,2,354.13,1,1,True,Approved,0
CLM500325,PH100335,Home,Flood,North West,Online,2024-07-18,2024-07-26,8,2422.03,5,2,False,Approved,0
CLM500326,PH100268,Commercial,Business Interruption,South East,Call Center,2023-06-11,2023-06-11,0,5249.84,1,2,False,Approved,0
CLM500327,PH100918,Health,Dental,  LONDON ,Mobile App,2024-05-01,2024-05-17,16,3773.48,5,0,True,Approved,0
CLM500328,PH101024,Commercial,Property Damage,Wales,Mobile App,2024-10-24,2024-11-21,28,20490.75,2,3,True,Under Review,0
CLM500329,PH100108,Auto,Windscreen,Northern Ireland,Call Center,2024-02-20,2024-03-09,18,1997.9,3,3,False,Under Review,0
CLM500330,PH100579,Life,Critical Illness,London,Mobile App,2024-05-28,2024-05-30,2,80541.95,1,2,False,Pending,1
CLM500331,PH101423,Travel,Delay,Wales,Call Center,2023-03-18,2023-04-13,26,1192.94,1,2,True,Approved,0
CLM500332,PH101385,Health,Outpatient,North East,Call Center,2023-05-07,2023-05-15,8,2550.05,1,1,True,Approved,0
CLM500333,PH100679,Life,Critical Illness,North East,Broker,2024-08-26,2024-09-06,11,26236.45,0,1,True,Approved,0
CLM500334,PH100753,Auto,Windscreen,North West,Mobile App,2023-09-24,2023-09-25,1,9533.08,1,0,False,Approved,0
CLM500335,PH101212,Life,Critical Illness,Wales,Mobile App,2024-08-28,2024-09-06,9,32875.73,6,3,True,Approved,0
CLM500336,PH100339,Travel,Cancellation,Yorkshire,Branch,2023-01-21,2023-01-26,5,1914.32,6,2,True,Approved,0
CLM500337,PH100938,Commercial,Liability,North East,Call Center,2023-03-27,2023-04-13,17,35756.82,0,2,True,Approved,0
CLM500338,PH101200,Auto,Theft,South West,Branch,2023-02-07,2023-02-10,3,6019.41,4,0,True,Rejected,0
CLM500339,PH101458,Health,Hospitalisation,South East,Call Center,2024-01-27,2024-02-12,16,2120.58,1,1,True,Pending,0
CLM500340,PH101252,Commercial,Business Interruption,Northern Ireland,Call Center,2024-11-14,2024-12-02,18,19765.38,0,1,False,Approved,0
CLM500341,PH100391,Travel,Medical,Midlands,Broker,2024-01-25,2024-02-19,25,1066.28,0,2,True,Approved,0
CLM500342,PH100546,Home,Burglary,Wales,Online,2024-11-23,2024-11-24,1,32175.48,2,2,False,Rejected,1
CLM500343,PH100440,Home,Burglary,Northern Ireland,Branch,2023-08-29,2023-09-24,26,12653.2,5,0,True,Approved,0
CLM500344,PH101172,Auto,Windscreen,Midlands,Online,2024-04-12,2024-05-03,21,3949.02,6,2,False,Under Review,0
CLM500345,PH100433,Life,Death Benefit,Scotland,Broker,2023-09-19,2023-10-05,16,56387.96,2,0,False,Approved,0
CLM500346,PH100228,Life,Death Benefit,North East,Call Center,2024-02-15,2024-03-11,25,86329.85,5,1,True,Rejected,0
CLM500347,PH100013,Life,Critical Illness,North East,Broker,2024-12-17,2025-01-09,23,44606.06,4,2,True,Under Review,0
CLM500348,PH101458,Health,Optical,South East,Mobile App,2023-11-11,2023-11-13,2,4267.05,1,0,False,Pending,1
CLM500349,PH100393,Life,Critical Illness,South East,Call Center,2024-01-27,2024-02-10,14,39767.96,0,1,True,Approved,0
CLM500350,PH101182,Commercial,Property Damage,South East,Broker,2023-08-15,2023-08-31,16,19316.36,1,3,True,Approved,0
CLM500351,PH101016,Auto,Theft,North West,Broker,2023-09-09,2023-09-10,1,4775.41,2,0,False,Approved,1
CLM500352,PH100520,Life,Death Benefit,Yorkshire,Broker,2023-05-23,2023-05-31,8,15561.02,4,2,True,Approved,0
CLM500353,PH101280,Health,Hospitalisation,Wales,Broker,2023-08-16,2023-09-13,28,612.72,6,0,True,Pending,0
CLM500354,PH100144,Auto,Third Party,North East,Call Center,2023-11-04,2023-12-02,28,10542.34,3,0,False,Approved,0
CLM500355,PH100214,Home,Fire,Midlands,Online,2023-03-08,2023-03-15,7,3192.81,1,0,True,Pending,0
CLM500356,PH100470,Health,Outpatient,North West,Broker,2024-10-28,2024-11-25,28,2025.77,0,3,True,Approved,0
CLM500357,PH100987,Auto,Windscreen,London,Mobile App,2024-05-29,2024-06-02,4,8663.99,1,0,True,Approved,0
CLM500358,PH100102,Home,Storm,London,Mobile App,2024-03-09,2024-03-10,1,11422.28,5,1,True,Approved,1
CLM500359,PH101154,Life,Death Benefit,North West,Online,2024-07-23,2024-08-07,15,9949.18,7,1,False,Approved,0
CLM500360,PH101336,Commercial,Business Interruption,North East,Online,2023-03-24,2023-04-16,23,71242.97,6,3,False,Rejected,0
CLM500361,PH100418,Life,Death Benefit,London,Mobile App,2023-09-05,2023-09-26,21,32743.55,0,1,True,Rejected,0
CLM500362,PH101272,Auto,Third Party,Northern Ireland,Branch,2024-10-09,2024-10-13,4,1312.4,5,0,False,Approved,0
CLM500363,PH100797,Commercial,Property Damage,London,Online,2024-06-21,2024-07-16,25,629.12,0,1,False,Approved,0
CLM500364,PH100276,Life,Critical Illness,London,Mobile App,2023-12-06,2023-12-20,14,21474.13,5,1,True,Approved,0
CLM500365,PH100641,Health,Hospitalisation,Northern Ireland,Online,2023-03-09,2023-04-04,26,611.04,3,3,False,Approved,0
CLM500366,PH100956,Health,Dental,Midlands,Branch,2024-03-30,2024-04-26,27,3679.05,6,3,True,Approved,0
CLM500367,PH100410,Health,Outpatient,London,Branch,2024-02-18,2024-02-28,10,2774.17,5,1,False,Approved,0
CLM500368,PH100193,Commercial,Property Damage,South East,Broker,2023-03-31,2023-04-21,21,42165.66,7,1,False,Approved,0
CLM500369,PH101459,Commercial,Liability,South West,Mobile App,2023-07-04,2023-07-12,8,16515.14,3,0,True,Pending,0
CLM500370,PH101307,Health,Optical,North East,Mobile App,2023-04-15,2023-04-18,3,2546.5,7,1,True,Approved,0
CLM500371,PH100204,Commercial,Liability,North West,Broker,2023-12-02,2023-12-25,23,65759.88,1,2,True,Approved,0
CLM500372,PH101220,Home,Burglary,South East,Online,2024-04-09,2024-04-11,2,13531.59,1,0,True,Pending,1
CLM500373,PH100592,Life,Critical Illness,Northern Ireland,Broker,2023-11-13,2023-11-15,2,25810.66,0,3,True,Approved,0
CLM500374,PH100177,Health,Dental,North West,Branch,2024-01-21,2024-02-17,27,1926.82,1,1,True,Approved,0
CLM500375,PH101390,Auto,Fire,South East,Broker,2023-10-28,2023-10-31,3,19469.29,6,3,True,Approved,0
CLM500376,PH101121,Health,Dental,Northern Ireland,Branch,2024-10-26,2024-10-26,0,3909.45,4,1,True,Rejected,0
CLM500377,PH100546,Life,Death Benefit,Wales,Call Center,2023-08-04,2023-08-11,7,110391.52,5,1,False,Pending,0
CLM500378,PH101213,Travel,Cancellation,North East,Online,2024-06-04,2024-06-25,21,3470.68,3,3,True,Approved,0
CLM500379,PH101290,Life,Critical Illness,London,Mobile App,2024-11-27,2024-12-19,22,31463.15,4,0,True,Approved,0
CLM500380,PH101357,Life,Death Benefit,North West,Broker,2023-11-06,2023-11-08,2,141493.47,6,2,False,Under Review,0
CLM500381,PH101102,Commercial,Business Interruption,South East,Online,2023-07-05,2023-07-15,10,25683.02,2,3,True,Rejected,0
CLM500382,PH100487,Commercial,Liability,Northern Ireland,Broker,2023-01-09,2023-01-16,7,3270.38,0,1,True,Under Review,0
CLM500383,PH100799,Commercial,Business Interruption,London,Mobile App,2024-07-18,2024-07-20,2,91238.28,4,3,False,Approved,1
CLM500384,PH100269,Home,Flood,Northern Ireland,Online,2024-07-06,2024-07-12,6,24092.0,2,0,True,Under Review,0
CLM500385,PH100673,Commercial,Liability,London,Online,2023-01-10,2023-01-25,15,67093.21,0,1,False,Approved,0
CLM500386,PH101488,Life,Death Benefit,South West,Branch,2024-11-21,2024-12-08,17,65249.11,4,1,True,Pending,0
CLM500387,PH101338,Auto,Fire,North East,Branch,2024-12-04,2024-12-05,1,3186.93,4,3,False,Pending,0
CLM500388,PH100419,Health,Hospitalisation,North West,Broker,2023-04-12,2023-04-23,11,1598.0,6,2,True,Approved,0
CLM500389,PH101313,Auto,Windscreen,London,Mobile App,2024-03-12,2024-03-25,13,,5,3,True,Approved,0
CLM500390,PH100752,Life,Critical Illness,Northern Ireland,Online,2023-07-15,2023-08-02,18,29146.0,3,0,False,Rejected,0
CLM500391,PH100665,Health,Optical,Wales,Online,2024-03-21,2024-04-12,22,507.07,1,2,True,Approved,0
CLM500392,PH100385,Auto,Fire,North West,Broker,2024-06-27,2024-07-17,20,3890.98,3,3,True,Pending,0
CLM500393,PH101499,Life,Death Benefit,Scotland,Mobile App,2024-02-06,2024-02-06,0,18761.88,0,1,False,Approved,0
CLM500394,PH100239,Auto,Collision,London,Broker,2023-08-11,2023-08-11,0,8505.73,5,1,True,Approved,0
CLM500395,PH100764,Home,Accidental Damage,Wales,Branch,2024-11-17,2024-11-24,7,4588.11,2,1,True,Pending,0
CLM500396,PH100410,Auto,Windscreen,London,Call Center,2023-09-28,2023-09-28,0,11350.65,4,0,False,Pending,1
CLM500397,PH100973,Travel,Cancellation,North West,Call Center,2024-08-01,2024-08-10,9,5818.18,5,0,False,Approved,0
CLM500398,PH100891,Home,Storm,Northern Ireland,Branch,2023-09-05,2023-09-13,8,633.59,1,1,True,Under Review,0
CLM500399,PH100872,Commercial,Property Damage,Yorkshire,Broker,2024-05-03,2024-05-06,3,19749.73,4,3,True,Under Review,0
CLM500400,PH100628,Home,Storm,Yorkshire,Call Center,2024-10-06,2024-10-27,21,787.45,7,1,True,Pending,0
CLM500401,PH101329,Commercial,Liability,Yorkshire,Call Center,2023-09-26,2023-10-15,19,23577.22,2,1,False,Approved,0
CLM500402,PH100973,Auto,Collision,North West,Mobile App,2023-11-30,2023-12-01,1,2990.26,2,1,False,Approved,0
CLM500403,PH101204,Commercial,Property Damage,North West,Mobile App,2024-02-12,2024-02-17,5,43360.15,2,1,True,Pending,0
CLM500404,PH101089,Health,Outpatient,Northern Ireland,Call Center,2023-03-31,2023-04-08,8,1953.36,0,0,True,Under Review,0
CLM500405,PH101335,Health,Outpatient,Wales,Branch,2023-05-02,2023-05-06,4,533.6,7,1,True,Under Review,0
CLM500406,PH100057,Travel,Medical,South East,Broker,2024-09-04,2024-09-14,10,533.52,0,1,True,Approved,0
CLM500407,PH100105,Auto,Theft,Scotland,Call Center,2023-11-06,2023-11-10,4,2294.77,5,3,True,Approved,0
